"cod","nombre","empresa","categoria","subcategoria","tipo","precio"
7707362390093,"Té liquido HATSU Negro y Limonada ","HATSU","Supermercado","Bebidas","Té líquido",1.20
7702090043723,"Té sin azúcar yuzo-manzanilla Hatsu botella ","HATSU","Supermercado","Bebidas","Té líquido",1.20
7702090027525,"Bebida de Té Mr Tea light durazno ","MR TEA","Supermercado","Bebidas","Té líquido",0.47
7702090029840,"Bebida de te Mr Tea verde ","MR TEA","Supermercado","Bebidas","Té líquido",0.51
7702090033977,"Bebida De Té Mr. Tea Light Limón Pet ","MR TEA","Supermercado","Bebidas","Té líquido",0.51
7702090041934,"Bebida Hatsu té blanco carambolo y flor de loto ","HATSU","Supermercado","Bebidas","Té líquido",4.80
7702090041910,"Bebida HATSU té blanco flor cereza lila ","HATSU","Supermercado","Bebidas","Té líquido",4.98
7702090041903,"Bebida HATSU té blanco mangostino ","HATSU","Supermercado","Bebidas","Té líquido",4.80
7702090041927,"Bebida HATSU té blanco rosas lychee ","HATSU","Supermercado","Bebidas","Té líquido",4.80
7702090049046,"Bebida Hatsu té blanco uchuva mango marañón ","HATSU","Supermercado","Bebidas","Té líquido",1.20
7702090048810,"Bebida Hatsu té negro jugo limón ","HATSU","Supermercado","Bebidas","Té líquido",4.98
7702090047066,"Bebida lipton té frío durazno ","LIPTON","Supermercado","Bebidas","Té líquido",0.68
7702090047073,"Bebida lipton té frío limón ","LIPTON","Supermercado","Bebidas","Té líquido",0.71
7702090047080,"Bebida Lipton Té verde frio durazno-pera ","LIPTON","Supermercado","Bebidas","Té líquido",0.63
7702090047097,"Bebida Lipton té verde frío menta-limón ","LIPTON","Supermercado","Bebidas","Té líquido",0.59
7702090042764,"Bebida mr tea acai ","MR TEA","Supermercado","Bebidas","Té líquido",0.66
7702090029826,"Bebida Mr Tea Durazno ","MR TEA","Supermercado","Bebidas","Té líquido",0.51
7702090039740,"Bebida Mr Tea light surtido pet.x 3und ","MR TEA","Supermercado","Bebidas","Té líquido",1.32
7702090029819,"Bebida Mr Tea Limón ","MR TEA","Supermercado","Bebidas","Té líquido",0.51
7702090039801,"Bebida Mr Tea surtido pet. ","MR TEA","Supermercado","Bebidas","Té líquido",1.32
7702090042795,"Bebida Mr. tea cero calorías sin azúcar durazno ","MR TEA","Supermercado","Bebidas","Té líquido",1.02
7702090042801,"Bebida Mr. Tea cero calorías sin azúcar limón ","MR TEA","Supermercado","Bebidas","Té líquido",0.96
7702090042887,"Bebida Mr. tea cero calorías sin azúcar surtido ","MR TEA","Supermercado","Bebidas","Té líquido",1.68
7702090030839,"Bebida té de limón Mr Tea ","MRTEA","Supermercado","Bebidas","Té líquido",1.02
7702090023862,"Bebida té durazno Mr Tea ","MR TEA","Supermercado","Bebidas","Té líquido",0.47
7702090023855,"Bebida té limón Mr Tea ","MR TEA","Supermercado","Bebidas","Té líquido",0.47
7703562108049,"Bebida xencha te blanco jengibre miel ","XENCHA","Supermercado","Bebidas","Té líquido",1.08
7703562108056,"Bebida xencha te blanco rambután","XENCHA","Supermercado","Bebidas","Té líquido",1.08
43194160037,"Clip pequeño carey Trim ","TRIM","Supermercado","Belleza","Accesorios de belleza",1.38
7702277037545,"Cola So Pretty tela kiut ","SOPRETTY","Supermercado","Belleza","Accesorios de belleza",2.64
7702277079286,"Cola So Pretty tornasol ","SOPRETTY","Supermercado","Belleza","Accesorios de belleza",1.86
43194370443,"Combo hebillas y bandas elasticas Trim","TRIM","Supermercado","Belleza","Accesorios de belleza",1.80
7702313090107,"Corta uñas en caja plástica","ZAFHIRS","Supermercado","Belleza","Accesorios de belleza",1.62
7702277082545,"Corta uñas grande","FREESTYLE","Supermercado","Belleza","Accesorios de belleza",1.68
7702313531334,"Corta uñas jumbo de corte recto","ZAFHIRS","Supermercado","Belleza","Accesorios de belleza",1.80
7702277082552,"Corta uñas pequeño","FREESTYLE","Supermercado","Belleza","Accesorios de belleza",0.87
8409730046944,"Corta unas UBL metalico ","UBL","Supermercado","Belleza","Accesorios de belleza",1.20
9333527011152,"Cortaúñas para bebé Ubl ","UBL","Supermercado","Belleza","Accesorios de belleza",1.20
7702277126102,"Diadema Shock satín ","SHOCK","Supermercado","Belleza","Accesorios de belleza",2.82
7702277144984,"Diadema Shock tela nudo ","SHOCK","Supermercado","Belleza","Accesorios de belleza",2.70
7702277145202,"Diadema So Pretty citrus ","SOPRETTY","Supermercado","Belleza","Accesorios de belleza",2.82
9333527334176,"Diadema UBL escarcha ","UBL","Supermercado","Belleza","Accesorios de belleza",1.80
9333527334190,"Elástico + hebillas Uncle Bills escolares ","UBL","Supermercado","Belleza","Accesorios de belleza",1.80
9333527021786,"Elástico Uncle Bills cabello ","UBL","Supermercado","Belleza","Accesorios de belleza",1.80
9333527334121,"Elástico Uncle Bills cabello ","UBL","Supermercado","Belleza","Accesorios de belleza",1.80
7702313832035,"Encrespador de pestanas","ZAFHIRS","Supermercado","Belleza","Accesorios de belleza",1.38
7702277500025,"Encrespador de pestañas + brocha 25 dlx","FREESTYLE","Supermercado","Belleza","Accesorios de belleza",1.50
7702313825334,"Encrespador de pestañas Corazón","ZAFHIRS","Supermercado","Belleza","Accesorios de belleza",1.56
7702277183174,"Encrespador mate colores","FREESTYLE","Supermercado","Belleza","Accesorios de belleza",1.92
9333527060273,"Espejo doble lado Ubl ","UBL","Supermercado","Belleza","Accesorios de belleza",2.40
9333527379696,"Esponja baño Ubl ","UBL","Supermercado","Belleza","Accesorios de belleza",1.80
9333527037817,"Esponja bola nylon surtido Ubl ","UBL","Supermercado","Belleza","Accesorios de belleza",2.70
7702277081258,"Esponja facial pequeña","FREESTYLE","Supermercado","Belleza","Accesorios de belleza",1.86
7702277125778,"Esponja Freestyle corporal","FREESTYLE","Supermercado","Belleza","Accesorios de belleza",2.34
9333527429797,"Esponja Uncle Bills mezcla cosmética ","UBL","Supermercado","Belleza","Accesorios de belleza",1.80
9333527033024,"Ganchos UBL invisibles ","UBL","Supermercado","Belleza","Accesorios de belleza",3.00
7702277112938,"Gorro plástico animal print Freestyle","FREESTYLE","Supermercado","Belleza","Accesorios de belleza",3.00
7702277081746,"Guante anticelulitis","FREESTYLE","Supermercado","Belleza","Accesorios de belleza",2.58
8409730017302,"Guante exfoliante Ubl ","UBL","Supermercado","Belleza","Accesorios de belleza",2.40
7702277082842,"Kit de limas","FREESTYLE","Supermercado","Belleza","Accesorios de belleza",1.23
7702277144892,"Kit Freestyle limas ","FREESTYLE","Supermercado","Belleza","Accesorios de belleza",1.74
9333527002785,"Kit UBL piedra pómez ","UBL","Supermercado","Belleza","Accesorios de belleza",1.50
7702313807033,"Lima acolchada bolsa","ZAFHIRS","Supermercado","Belleza","Accesorios de belleza",0.99
7702277080343,"Lima manicure curva","FREESTYLE","Supermercado","Belleza","Accesorios de belleza",0.99
7702277080350,"Lima manicure multiuso","FREESTYLE","Supermercado","Belleza","Accesorios de belleza",1.86
7702313544334,"Lima pico de loro","ZAFHIRS","Supermercado","Belleza","Accesorios de belleza",0.68
9333527006462,"Limas Ubl ","UBL","Supermercado","Belleza","Accesorios de belleza",1.80
6938294650950,"Limas Ubu uñas ","UBU","Supermercado","Belleza","Accesorios de belleza",2.46
9333527066619,"Moña UBL cilindro ","UBL","Supermercado","Belleza","Accesorios de belleza",1.80
8409730046180,"Moña Ubl elástica ","UBL","Supermercado","Belleza","Accesorios de belleza",1.20
9333527334183,"Moñas UBL ","UBL","Supermercado","Belleza","Accesorios de belleza",2.10
7702277442080,"Peineta cerda cruzada","SHOCK","Supermercado","Belleza","Accesorios de belleza",1.35
7702277442097,"Peineta mango plástico","SHOCK","Supermercado","Belleza","Accesorios de belleza",1.20
7702277080565,"Perfilador de cejas","FREESTYLE","Supermercado","Belleza","Accesorios de belleza",2.04
7702313528334,"Perfilador de cejas ","ZAFHIRS","Supermercado","Belleza","Accesorios de belleza",1.05
7702313549339,"Pinza depiladora en acero inoxidable","ZAFHIRS","Supermercado","Belleza","Accesorios de belleza",1.80
7702313554630,"Pinza depiladora punta dorada","ZAFHIRS","Supermercado","Belleza","Accesorios de belleza",1.17
8409730047248,"Pinzas Uncle Bills depilar punta ","UBL","Supermercado","Belleza","Accesorios de belleza",1.80
7702277500070,"Pomo facial cosmetico","FREESTYLE","Supermercado","Belleza","Accesorios de belleza",2.64
7702277082712,"Pomo facial cuadrado ","FREESTYLE","Supermercado","Belleza","Accesorios de belleza",2.04
7702313552339,"Pomo facial para maquillaje cremoso","ZAFHIRS","Supermercado","Belleza","Accesorios de belleza",0.81
7702277111733,"Bamba Shock leopardo plizada","SHOCK","Supermercado","Belleza","Accesorios de belleza",1.68
7702277066682,"Bamba Shock premium puntos","SHOCK","Supermercado","Belleza","Accesorios de belleza",2.88
7702277078951,"Bamba Shock satín","SHOCK","Supermercado","Belleza","Accesorios de belleza",1.68
7702277144908,"Bamba Shock tribal ","SHOCK","Supermercado","Belleza","Accesorios de belleza",1.62
7702277000747,"Bambas Shock moka satinadas","SHOCK","Supermercado","Belleza","Accesorios de belleza",2.88
43194944378,"Bandas elásticas negras ","TRIM","Supermercado","Belleza","Accesorios de belleza",2.44
43194944439,"Bandas elasticas scunci color tierra ","SCUNCI","Supermercado","Belleza","Accesorios de belleza",2.10
7702277047315,"Raspacallo freestyle anatómico en foamy","FREESTYLE","Supermercado","Belleza","Accesorios de belleza",1.41
7702313576335,"Raspacallos anatómico","ZAFHIRS","Supermercado","Belleza","Accesorios de belleza",1.62
8409730039632,"Set UBL manicure ","UBL","Supermercado","Belleza","Accesorios de belleza",2.40
7702277045847,"Tijera Freestyle facial punta redonda","FREESTYLE","Supermercado","Belleza","Accesorios de belleza",2.16
7702313946336,"Tijeras para nariz y oídos","ZAFHIRS","Supermercado","Belleza","Accesorios de belleza",1.86
9333527006158,"Toalla ducha exfoliante Ubl ","UBL","Supermercado","Belleza","Accesorios de belleza",1.17
7702277111399,"Velvet Shock caucho blister ","SHOCK","Supermercado","Belleza","Accesorios de belleza",2.46
7702313545331,"Bloque pulidor blanco","ZAFHIRS","Supermercado","Belleza","Accesorios de belleza",0.81
7702277060840,"Brocha freestyle rubor pequeña","FREESTYLE","Supermercado","Belleza","Accesorios de belleza",2.82
9333527115522,"Brochas UBL maquillaje ","UBL","Supermercado","Belleza","Accesorios de belleza",1.80
7702277000778,"Caimán moka mini ","SHOCK","Supermercado","Belleza","Accesorios de belleza",2.16
7702277046103,"Caiman Shock animal print","SHOCK","Supermercado","Belleza","Accesorios de belleza",1.68
7702277111658,"Caiman Shock Barcelona","SHOCK","Supermercado","Belleza","Accesorios de belleza",1.74
7702277045984,"Caiman Shock moka Florencia","SHOCK","Supermercado","Belleza","Accesorios de belleza",1.68
7702277066750,"Caiman Shock moka moa mini ","SHOCK","Supermercado","Belleza","Accesorios de belleza",2.16
7702277126010,"Caiman Shock moka petite ","SHOCK","Supermercado","Belleza","Accesorios de belleza",2.16
7702277066712,"Caiman Shock moka rollo","SHOCK","Supermercado","Belleza","Accesorios de belleza",1.68
7702277046110,"Caiman Shock night","SHOCK","Supermercado","Belleza","Accesorios de belleza",1.68
7702277144922,"Caiman Shock ohio ","SHOCK","Supermercado","Belleza","Accesorios de belleza",1.74
7702277046097,"Caiman Shock Premium animal print","SHOCK","Supermercado","Belleza","Accesorios de belleza",2.64
7702277144953,"Caiman Shock premium new york ","SHOCK","Supermercado","Belleza","Accesorios de belleza",1.98
7702277144939,"Caiman Shock tampa ","SHOCK","Supermercado","Belleza","Accesorios de belleza",2.04
7702277144946,"Caiman Shock texas ","SHOCK","Supermercado","Belleza","Accesorios de belleza",2.16
7702277126416,"Caiman So Pretty love","SOPRETTY","Supermercado","Belleza","Accesorios de belleza",1.98
9333527017246,"Caimán Ubl ","UBL","Supermercado","Belleza","Accesorios de belleza",1.80
43194943753,"Caimanes Scunci pequeño ","SCUNCI","Supermercado","Belleza","Accesorios de belleza",2.10
7702277126133,"Caucho Shock banda moka ","SHOCK","Supermercado","Belleza","Accesorios de belleza",2.46
7702277046257,"Caucho Shock Basic negro ","SHOCK","Supermercado","Belleza","Accesorios de belleza",2.46
7702277126140,"Caucho Shock beige surtido ","SHOCK","Supermercado","Belleza","Accesorios de belleza",2.46
7702277061205,"Caucho Shock moka rayas","SHOCK","Supermercado","Belleza","Accesorios de belleza",2.46
7702277126164,"Caucho Shock ondas ","SHOCK","Supermercado","Belleza","Accesorios de belleza",2.46
7702277111450,"Caucho Shock tela citrus ","SHOCK","Supermercado","Belleza","Accesorios de belleza",2.46
7702277037132,"Caucho Shock verano ","SHOCK","Supermercado","Belleza","Accesorios de belleza",2.46
7702277145240,"Caucho So Pretty tela pastel ","SOPRETTY","Supermercado","Belleza","Accesorios de belleza",2.46
7702277066514,"Cauchos pretty citrus combinados ","SOPRETTY","Supermercado","Belleza","Accesorios de belleza",2.28
757956009013,"Cepillo cartera cerda natural","SHOCK","Supermercado","Belleza","Accesorios de belleza",1.86
7702313624333,"Cepillo cojín ovalado","ZAFHIRS","Supermercado","Belleza","Accesorios de belleza",3.12
7702277502302,"Cepillo freestyle DSH 230","SHOCK","Supermercado","Belleza","Accesorios de belleza",3.48
7702277145042,"Cepillo Shock esqueleto cerdas ","SHOCK","Supermercado","Belleza","Accesorios de belleza",3.00
7702277000990,"Cepillo Shock plástico pastel cojín sirena","SHOCK","Supermercado","Belleza","Accesorios de belleza",3.42
7702277510109,"Cepillos plásticos para cabello 1010","SHOCK","Supermercado","Belleza","Accesorios de belleza",3.00
7702045562729,"Color spray Palette tinte gris urbano ","PALETTE","Supermercado","Belleza","Coloración",3.48
7702045562699,"Color spray Palette tinte oro ","PALETTE","Supermercado","Belleza","Coloración",3.48
7702045562736,"Color spray Palette tinte rosa pastel ","PALETTE","Supermercado","Belleza","Coloración",3.48
7702045562705,"Color spray Palette tinte turquesa ","PALETTE","Supermercado","Belleza","Coloración",3.48
7702045562712,"Color spray Palette tinte violeta profundo ","PALETTE","Supermercado","Belleza","Coloración",3.48
7702113025231,"Crema decolorante Luminance luminoxid 20vol ","LUMINANCE","Supermercado","Belleza","Coloración",1.23
7702113025248,"Crema Decolorante Luminance Luminoxid 30Vol ","ILUMINANCE","Supermercado","Belleza","Coloración",1.23
7702113036107,"Decolorante SOL ECLAIR polvo ","RECAMIER","Supermercado","Belleza","Coloración",2.34
7702045489842,"Loción Reveladora Palette 30Vol ","PALETTE","Supermercado","Belleza","Coloración",0.47
7899026462557,"Nutrisse Cor Intensa 3.0 Castaño Oscuro","NUTRISSE","Supermercado","Belleza","Coloración",3.30
7899026462571,"Nutrisse Cor Intensa 4.0 Castaño","NUTRISSE","Supermercado","Belleza","Coloración",3.30
7899026462625,"Nutrisse Cor Intensa 6.0 Rubio Oscuro","GARNIER","Supermercado","Belleza","Coloración",3.30
7899026462632,"Nutrisse Cor Intensa 6.35 Chocholate Natura","NUTRISSE","Supermercado","Belleza","Coloración",3.30
7899026462656,"Nutrisse Cor Intensa 6.6 Rojo Intenso","NUTRISSE","Supermercado","Belleza","Coloración",3.30
7702045555806,"Oxigenta Igora loción reveladora vol.20 ","IGORA","Supermercado","Belleza","Coloración",0.82
7702045555813,"Oxigenta Igora loción reveladora vol.30 ","IGORA","Supermercado","Belleza","Coloración",0.75
7702045489835,"Oxigenta Palette 20 Vol ","PALETTE","Supermercado","Belleza","Coloración",0.47
7702045402483,"Polvo Decolorante Igora Blonde","IGORA","Supermercado","Belleza","Coloración",1.64
7702045402445,"Sachet De Igora Polvo Decolorante ","IGORA","Supermercado","Belleza","Coloración",0.80
7702045563214,"Tinte Palette perfect gloss color tinte 00a ","PALETTE","Supermercado","Belleza","Coloración",3.48
7702045563344,"Tinte Palette perfect gloss color tinte 093 ","PALETTE","Supermercado","Belleza","Coloración",3.48
7702045563351,"Tinte Palette perfect gloss color tinte 094 ","PALETTE","Supermercado","Belleza","Coloración",3.48
7702045563221,"Tinte Palette perfect gloss color tinte 200 ","PALETTE","Supermercado","Belleza","Coloración",3.27
7702045563283,"Tinte Palette perfect gloss color tinte 500 ","PALETTE","Supermercado","Belleza","Coloración",3.27
7702045563290,"Tinte Palette perfect gloss color tinte 550 ","PALETTE","Supermercado","Belleza","Coloración",3.27
7702045563313,"Tinte Palette perfect gloss color tinte 600 ","PALETTE","Supermercado","Belleza","Coloración",3.27
7702045563320,"Tinte Palette perfect gloss color tinte 700 ","PALETTE","Supermercado","Belleza","Coloración",3.48
7896016111891,"Blondor Manzanilla sachet ","BLONDOR","Supermercado","Belleza","Coloración",1.06
7702057076696,"Acid Ness Mk Frasco ","ACID NESS","Supermercado","Belleza","Cremas corporales",3.42
4005800137679,"Crema hidratante Nivea ","NIVEA","Supermercado","Belleza","Cremas corporales",3.48
7891010718381,"Crema Johnsons humectante nutrición fortalecedora uva ","JOHNSONS","Supermercado","Belleza","Cremas corporales",3.30
7501056346188,"Crema dove nutrición intensiva ","DOVE","Supermercado","Belleza","Cremas corporales",1.89
8410412021470,"Gel Babaria Baño avena pieles secas ","BABARIA","Supermercado","Belleza","Cremas corporales",3.30
7891010014810,"JOHNSONS® Crema Corporal Lavanda y Manzanilla ","JOHNSONS","Supermercado","Belleza","Cremas corporales",3.00
8410412505024,"Leche corporal Babaria aloe vera reafirmante ","BABARIA","Supermercado","Belleza","Cremas corporales",3.39
8410412047357,"Leche corporal Babaria hidratante aceite oliva ","BABARIA","Supermercado","Belleza","Cremas corporales",1.68
7506306226654,"Vasenol Crema Manos Clinical Sin Fragancia 75ml","VASENOL","Supermercado","Belleza","Cremas corporales",1.26
7702057105228,"Altex Jabón En Barra ","ALTEX","Supermercado","Belleza","Cuidado Facial",2.58
42277064,"Crema Nivea facial cuidado aclarado natural fps 15 ","NIVEA","Supermercado","Belleza","Cuidado Facial",3.30
7702044210744,"Crema Humectante Arroz-Vit E Vitú 50 ml Piel mixta - grasa","VITU","Supermercado","Belleza","Cuidado Facial",3.18
7702044210737,"Crema Humectante Sábila-Vit E Vitú 50ml Piel normal- seca","VITU","Supermercado","Belleza","Cuidado Facial",3.18
7702044210683,"Crema 4 en 1 Vitú 50 ml Multibeneficios Día y Noche","VITU","Supermercado","Belleza","Cuidado Facial",3.12
7506306203846,"Crema Ponds sensitive manzanilla piel sensible ","PONDS","Supermercado","Belleza","Cuidado Facial",2.46
7501056330323,"Crema humectante Ponds Bio Hidratante ","PONDS","Supermercado","Belleza","Cuidado Facial",2.22
7506306205789,"Crema Ponds Sensitive manzanilla piel sensible ","PONDS","Supermercado","Belleza","Cuidado Facial",1.47
7509552916089,"Desmaquillante Ogue agua micelar rostro ","VOGUE","Supermercado","Belleza","Cuidado Facial",2.85
7702560032004,"Discos faciales de algodón jgb ","JGB","Supermercado","Belleza","Cuidado Facial",1.62
650240007828,"Jabón Asepxia azufre ","ASEPXIA","Supermercado","Belleza","Cuidado Facial",2.64
650240035401,"Jabón Asepxia carbon detox efecto purificante barra ","ASEPXIA","Supermercado","Belleza","Cuidado Facial",3.18
650240004643,"Jabón Asepxia exfoliante ","ASEPXIA","Supermercado","Belleza","Cuidado Facial",2.64
650240004292,"Jabon formula forte Asepxia ","ASEPXIA","Supermercado","Belleza","Cuidado Facial",2.52
8809033594324,"Mascarilla Cettua facial hidratante ","CETTUA","Supermercado","Belleza","Cuidado Facial",2.22
7702044231190,"Mascarilla Vitú facial frutos rojos cremosa ","VITU","Supermercado","Belleza","Cuidado Facial",1.41
8809033596717,"Papel Cettua control brillo facial ","CETTUA","Supermercado","Belleza","Cuidado Facial",2.52
7702026321475,"RUEDITAS DESMAQUILLADORAS POMYS ORIGINAL ","POMYS","Supermercado","Belleza","Cuidado Facial",2.06
7702026032142,"RUEDITAS DESMAQUILLADORAS POMYS ORIGINAL ","POMYS","Supermercado","Belleza","Cuidado Facial",1.17
7702026179335,"Rueditas Pomys faciales ","POMYS","Supermercado","Belleza","Cuidado Facial",1.89
8809033594270,"Sticker Cettua control imperfecciones ","CETTUA","Supermercado","Belleza","Cuidado Facial",2.52
8410412058704,"Toallita Babaría desmaquilladora rosa mosqueta ","BABARIA","Supermercado","Belleza","Cuidado Facial",3.42
8414716230538,"Toallitas desmaquilladoras Suaves bayas goji Anian ","ANIAN","Supermercado","Belleza","Cuidado Facial",2.40
8410412018708,"Toallitas desmaquilladoras Sweet de Kelsia","BABARIA","Supermercado","Belleza","Cuidado Facial",3.30
7702026361037,"TOALLITAS HÚMEDAS DESMAQUILLADORAS POMYS PIEL NORMAL A SECA ","POMYS","Supermercado","Belleza","Cuidado Facial",3.15
7702026362034,"Toallitas húmedas familia pomys desmaquillador mixta grasa ","POMYS","Supermercado","Belleza","Cuidado Facial",3.15
7702425550469,"Toallitas Kleenex limpieza facial 4 en 1 ","KLENNEX","Supermercado","Belleza","Cuidado Facial",1.80
7702626203478,"Crema Depilatoria Veet Piel Sensible 50ml","VEET","Supermercado","Belleza","Depilación",2.94
9333527066640,"Cuchilla desechable mujer triple hoja Ubl ","UBL","Supermercado","Belleza","Depilación",2.40
7707254790222,"Máquina de afeitar Schick exácta desechable mujer pague 2 lleve 3","SCHICK","Supermercado","Belleza","Depilación",1.92
7707254790239,"Máquina de afeitar Schick Exacta desechable pague 2 lleve 3","GILLETTE","Supermercado","Belleza","Depilación",2.16
7501009224020,"Maquina Prestobarba ultragrip pivot for women ","GILLETTE","Supermercado","Belleza","Depilación",3.12
4891228530143,"Maquina Schick Quattro for women ","SCHICK","Supermercado","Belleza","Depilación",3.15
7591066712011,"Xtreme 3 piel delicada","SCHICK","Supermercado","Belleza","Depilación",2.10
7702215301967,"Ablandador Lander cutícula","LANDER","Supermercado","Belleza","Maquillaje",0.62
7702044211086,"Corrector de imperfecciones Sábila Vitú Tono 2 Avellana","VITU","Supermercado","Belleza","Maquillaje",2.28
7702433291903,"Corrector larga duración natural Vogue ","VOGUE","Supermercado","Belleza","Maquillaje",1.55
7702433291934,"Corrector Vogue larga duración arena ","VOGUE","Supermercado","Belleza","Maquillaje",1.55
7702433291927,"Corrector Vogue larga duración castaño ","VOGUE","Supermercado","Belleza","Maquillaje",1.55
7702433239110,"Delineador liquido Vogue café ","VOGUE","Supermercado","Belleza","Maquillaje",1.55
7707194531350,"Dilusor masglo esmalte ","MASGLO","Supermercado","Belleza","Maquillaje",1.30
7707363361474,"Esmalte angelical Masglo ","MASGLO","Supermercado","Belleza","Maquillaje",1.55
7707773835763,"Esmalte caótica secado rápido Masglo ","MASGLO","Supermercado","Belleza","Maquillaje",1.55
7707773835732,"Esmalte compulsiva secado rápido Masglo ","MASGLO","Supermercado","Belleza","Maquillaje",1.55
7707773835725,"Esmalte controladora secado rápido Masglo ","MASGLO","Supermercado","Belleza","Maquillaje",1.55
7702433314183,"Esmalte fantastic verano Vogue ","VOGUE","Supermercado","Belleza","Maquillaje",0.93
7702433330589,"Esmalte gel victoria Vogue ","VOGUE","Supermercado","Belleza","Maquillaje",2.22
7702433330459,"Esmalte gel voguera Vogue ","VOGUE","Supermercado","Belleza","Maquillaje",2.22
7707773830775,"Esmalte inclusiva Masglo ","MASGLO","Supermercado","Belleza","Maquillaje",1.55
7702433094139,"Esmalte Jolie de Vogue nails baby rose ","JOLIE DE VOGUE","Supermercado","Belleza","Maquillaje",1.38
7702433281058,"Esmalte Jolie de Vogue nails celebrity ","PROFESSIONAL","Supermercado","Belleza","Maquillaje",1.38
7702433094092,"Esmalte Jolie de Vogue nails crystal ","JOLIE DE VOGUE","Supermercado","Belleza","Maquillaje",1.38
7702433281300,"Esmalte Jolie de Vogue nails Ibiza ","JOLIE DE VOGUE","Supermercado","Belleza","Maquillaje",1.38
7702433260343,"Esmalte Jolie de Vogue nails moka ","JOLIE DE VOGUE","Supermercado","Belleza","Maquillaje",1.38
7702433280952,"Esmalte Jolie de Vogue nails parisienne ","PROFESSIONAL","Supermercado","Belleza","Maquillaje",1.38
7702433281294,"Esmalte Jolie de Vogue nails top model ","JOLIE DE VOGUE","Supermercado","Belleza","Maquillaje",1.38
7702433328593,"Esmalte Jolie de Vogue una umbrella ","JOLIE DE VOGUE","Supermercado","Belleza","Maquillaje",1.38
7702215305330,"Esmalte Lander fashion colors tono 01 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305354,"Esmalte Lander fashion colors tono 03 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305361,"Esmalte Lander fashion colors tono 04 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305378,"Esmalte Lander fashion colors tono 05 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305385,"Esmalte Lander fashion colors tono 06 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305392,"Esmalte Lander fashion colors tono 07 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305415,"Esmalte Lander fashion colors tono 09 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305439,"Esmalte Lander fashion colors tono 11 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305446,"Esmalte Lander fashion colors tono 12 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305460,"Esmalte Lander fashion colors tono 14 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305484,"Esmalte Lander fashion colors tono 16 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305491,"Esmalte Lander fashion colors tono 17 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305507,"Esmalte Lander fashion colors tono 18 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305514,"Esmalte Lander fashion colors tono 19 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305538,"Esmalte Lander fashion colors tono 21 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305552,"Esmalte Lander fashion colors tono 23 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305576,"Esmalte Lander fashion colors tono 25 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305583,"Esmalte Lander fashion colors tono 26 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305590,"Esmalte Lander fashion colors tono 27 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305606,"Esmalte Lander fashion colors tono 28 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305613,"Esmalte Lander fashion colors tono 29 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305637,"Esmalte Lander fashion colors tono 31 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305651,"Esmalte Lander fashion colors tono 33 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305668,"Esmalte Lander fashion colors tono 34 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305675,"Esmalte Lander fashion colors tono 35 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305682,"Esmalte Lander fashion colors tono 36 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305699,"Esmalte Lander fashion colors tono 37 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305729,"Esmalte Lander fashion colors tono 40 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305750,"Esmalte Lander fashion colors tono 43 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305781,"Esmalte Lander fashion colors tono 46 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305798,"Esmalte Lander fashion colors tono 47 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305828,"Esmalte Lander fashion colors tono 50 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7702215305859,"Esmalte Lander fashion colors tono 53 ","LANDER","Supermercado","Belleza","Maquillaje",1.62
7707363363157,"Esmalte Masglo adorable ","MASGLO","Supermercado","Belleza","Maquillaje",1.55
7707363368503,"Esmalte Masglo amable ","MASGLO","Supermercado","Belleza","Maquillaje",1.55
